k0,k1,damping,velocity,w_max
70462840.08757068,56589.54076316695,0,48.02880725475025,9.840650260261547e-05
15808184.069840264,319507.40504987084,0,54.81472962238078,0.0003179385598691608
45293505.09343156,261474.06388783414,0,44.39485250036438,0.000141125614058457
9962284.085651524,173297.11524723575,0,65.87009491179165,0.00046890526241174195
57736413.70405149,167891.91695127627,0,14.194527176560314,0.00011344234889055192
10320109.050292663,304089.02654565877,0,10.332951710528727,0.00041363565944153456
62259445.711444065,415115.6526193512,0,10.70466678814224,0.00010685521284813395
65939888.06317644,357109.71022371866,0,14.215376436052917,0.00010216838289661315
50603982.6493022,268435.9919794273,0,15.334815430466211,0.00012489056201754045
29313729.513097424,88176.72659585885,0,20.839124708280124,0.00019140564409455735
44560721.66960619,373562.04016153427,0,56.215349782220265,0.0001361993442541688
18746707.443131942,240358.15009632424,0,75.44049755205664,0.0002628449226890673
49294279.530349635,421619.47619156924,0,11.89030166882904,0.00012705914820331974
67567661.6654909,71050.35142107094,0,41.890854337864965,0.00010046982760365271
48946274.006634675,397723.05535119754,0,68.13192360487903,0.00013315979975749538
11587502.62494039,385628.32962451264,0,53.45728055846524,0.000379856003147835
16097218.819125481,405137.3581350788,0,41.616359179989814,0.00029645555536475147
25283203.055722486,130647.70278324276,0,14.607032722058968,0.0002125451176925883
14628549.674308771,449189.431886863,0,47.52717620090554,0.0003156567572562005
1528390.271940873,466018.7340964567,0,79.66512580427079,0.0019723840963217928
31225922.430891827,315418.89007283235,0,62.90842214270312,0.0001802158117019276
25834990.336950373,393825.84510255395,0,17.719112983150758,0.00020899771299006927
40129171.526576765,320951.9289794311,0,10.311037257554394,0.00014856774412096274
48774026.53962619,143315.37303616072,0,78.12660073317966,0.00013382762125209663
57388055.646598384,45730.03190596429,0,22.574560113164218,0.00011551951653106471
50847455.1117476,444184.7656674061,0,61.500102336248226,0.00012910236143561272
24346764.913031843,210220.03801050835,0,73.32955758661701,0.00022632025250211277
5229057.08560958,449271.75846142374,0,21.126632782903883,0.0006919282208383979
34926219.6963874,334515.8000374757,0,60.13950360124969,0.000166510160689255
67594803.45165005,189687.05598413784,0,43.39913477562988,0.00010263290895332469
22248687.731363732,310024.97430161,0,49.661255980084945,0.00023634088278574327
1233172.2193715954,212985.3582546872,0,38.57668299801977,0.002242776477223273
31951157.210729435,495210.60627421254,0,16.10862602684075,0.0001771639199305794
1215327.7089258316,37943.225707273494,0,32.001257582855644,0.0020158338298812044
71259789.06371923,117171.26457168699,0,58.14884999100158,9.816497583803133e-05
61735749.45215456,292671.12527522707,0,40.41791461781054,0.0001065637157699959
18229007.05899054,390215.8666736503,0,26.67352020129835,0.00027339781119869875
79364414.82503513,446760.13778847695,0,15.574947027479414,8.900092832941784e-05
26990777.91455475,73569.29369422655,0,29.423318159356736,0.00020565028845226702
53097655.64227617,52081.448592099456,0,17.180760786365745,0.00012197166093224862
64540742.641277015,304174.1266176925,0,63.888669494138725,0.0001078350850745736
45751278.0069171,372891.07249506115,0,51.22136798539902,0.00013641469136976074
27150943.76283937,186346.03869541857,0,77.05886673250102,0.00020497734668167082
51381922.7627664,296384.29271965456,0,79.79239000383362,0.00012723025857983074
36305475.74958048,447780.2460690824,0,16.190436097603254,0.00015952278057900946
71437073.21525255,457746.1852271317,0,37.2631722279166,9.664614829874066e-05
41834078.45615704,373362.5767561413,0,15.06367254377681,0.00014528930034199753
68932457.20303847,320542.745355849,0,52.19614279901144,9.979232214098049e-05
21084948.425659977,385439.8035385383,0,28.744349341993008,0.0002376579513615601
30374280.238238312,141921.13011305014,0,31.798834260683943,0.0001877819727398883
10619122.566324934,271651.00146185176,0,65.78851313150278,0.0004240342115188469
74571790.99387127,181042.54338339978,0,25.581302485752065,9.34023236190075e-05
3026169.91841669,486881.4987237079,0,73.92015545752051,0.0011823072869538399
49969389.590867884,392965.79512638587,0,57.620403445215295,0.00012660102579019022
60692234.57986354,137753.3641815377,0,37.405436551703374,0.0001078110404549211
68204449.99381608,201874.55987753288,0,55.373041563486765,0.00010133770251676954
65072257.86586541,416307.56940671126,0,69.68165091677378,0.00010071064214752645
42578741.55112603,466327.56156136905,0,39.96742487613368,0.00014492793090557218
73004421.74951611,136974.04093067383,0,49.29271346982215,9.723490854226444e-05
4592587.451636141,248261.67213059787,0,57.57742572936122,0.0008104110732219431
15185596.87494344,160301.09063341233,0,42.18515884307494,0.000326370939697261
35000236.186898015,484174.1563767112,0,21.30096380940089,0.00016784426193479607
79600478.65418674,45379.100089748055,0,18.56646768266549,9.01334781793535e-05
26172593.856283136,236761.360241089,0,46.25498203913155,0.0002098297777210567
73034626.50080672,78012.73647821324,0,33.722401143758006,9.632062560458577e-05
9317028.383918408,195623.9207144214,0,76.13352105943294,0.0004685134161686352
35716485.35809873,175538.6408462171,0,54.94219643582494,0.00016651766743455584
7726602.26899919,428868.5967552797,0,30.072240924256683,0.0005007199055862429
22933994.43596293,15448.608065066626,0,65.85432370470092,0.00022718111949479936
49318796.990503184,134508.97451831982,0,16.227284697049182,0.0001272841934711052
4677182.800183939,467540.8199962201,0,65.01034341874357,0.000716222176983485
36885594.93511794,461510.178022895,0,31.547106703029613,0.00015758911430792911
8219264.414699247,165084.19871558636,0,49.00348036734114,0.0005513062423482219
51887753.77959793,179085.26519692567,0,19.6657807328963,0.00012297271686069144
14822222.487527534,24220.350831291275,0,55.057053046935955,0.0003226944210633233
4620954.571641843,130744.31859839098,0,75.72959516255611,0.0009467224459016867
5855496.769130683,121731.5106368419,0,20.1675481370347,0.0006503254579798058
45496584.25846592,491024.3856039724,0,22.244465735287697,0.00013540054798744233
73203668.95633121,344043.3269267132,0,76.06031010049185,9.509327942626017e-05
50762649.17459081,55133.90730047112,0,55.37493043087872,0.00012696229385633452
42469807.0604809,188813.64226146723,0,14.082015572818444,0.00014237814695312377
59050829.895618096,275070.203628622,0,67.33588328478143,0.00010827414132935955
44619915.12954957,484995.49733475776,0,24.916999670072798,0.00013644608248348204
28286300.919519983,426900.7051585398,0,12.061857564179554,0.00019357949281782218
59851010.82047554,466512.7831474726,0,63.4044722312021,0.00011520642770754976
56376184.291025706,111420.03731446074,0,49.59925430525312,0.00011682785064501848
19295179.562091824,235563.149030224,0,62.879015706702695,0.00024843999184394176
52412869.041704684,353249.2691281117,0,66.53434094003912,0.000126271726081204
37643690.37984447,351839.6060072358,0,36.92961542848566,0.00015783318627548057
34022062.709754325,229052.09146975196,0,78.9856630864278,0.00018092734473074286
77425742.28020558,114511.24618222397,0,41.04116539953982,9.053600887149211e-05
33643273.06029937,157493.5220009698,0,28.12036231996518,0.00017170881952850904
75269940.39763077,128465.26138301457,0,52.66111815223488,9.404168052007615e-05
57551004.93975939,406104.03863581695,0,42.532350298080715,0.00011344416580470481
74531953.33449899,336134.7998581887,0,49.38868985650074,9.554422315016278e-05
53321296.92893238,77233.65518186164,0,68.02402343467742,0.0001263435179095398
42950682.68002841,426175.4561303388,0,59.79659358424027,0.00014494182694953095
5484700.056801003,101826.17335478058,0,43.62340907897105,0.0006985782923148589
35562213.14646353,200602.29747179945,0,48.74597504429864,0.00017253079429101092
73317070.2318325,400918.1129573234,0,28.939492132466473,9.47007537013443e-05
9955005.8985182,57994.91501087431,0,11.453596135316973,0.00042788999169220127
71791748.05344206,437509.65532925393,0,58.33143867487667,9.77165318092504e-05
69539092.59539874,448197.86163140286,0,16.60381499757998,9.830546384934031e-05
73542580.77559406,176165.95868369518,0,53.28067769902736,9.536436016955252e-05
26041019.79845151,68548.3978163323,0,17.823020268275293,0.00021019389694816912
31773869.097308114,375104.8114058469,0,72.16865086591443,0.0001770580371823039
61598161.52253782,141130.92271974447,0,64.91688108401705,0.00011384358630438948
18313974.369413942,185094.03244887336,0,42.64157900589683,0.0002654626116143011
42877236.285369664,251849.85514619332,0,45.09594920168105,0.0001436292555314655
48249510.45207054,407155.0455744086,0,20.32662177620957,0.00012881736664013878
16571744.333222233,298313.6291075896,0,15.901159198458192,0.0002864411552971463
32787602.460032374,238110.86978002603,0,47.89132163296687,0.00018135573802339325
51793683.24239645,87995.26210821854,0,18.93407159374657,0.00012381251745912308
24487894.672848243,71647.67022840159,0,23.55403743753663,0.0002223864842397237
8629036.564661827,95313.08686445984,0,19.060330941489347,0.000477814360759384
44731678.03997803,49752.03048326116,0,51.81403937492197,0.00014042104428521344
2836824.337686508,396991.80232850916,0,24.269616790321262,0.001113075965090433
8244713.448786182,447932.5130683419,0,19.021123583446077,0.0004904588490828254
32855763.785158876,126381.83595199372,0,48.8124651026901,0.0001758203920021793
59317965.21357964,255861.07992936752,0,45.75044435489436,0.00011141088795065465
63610166.24110151,297085.397521168,0,10.841930679779864,0.00010498481296860515
51194484.61559397,448762.5230016791,0,28.541949142479766,0.00012556728456592544
43769025.81809611,452223.88570864435,0,19.476395731307324,0.00014139001563418936
43681144.33923425,307706.6046700628,0,23.989641674280914,0.0001419219318318893
49534037.293772444,148628.43564162691,0,17.126057022622863,0.00012961641118350436
20141241.32302332,283350.5290190699,0,73.23710991030617,0.00026905566994519446
50225114.28915787,112865.50463061639,0,35.48818972879684,0.00012978010874101128
35910271.220763415,242936.5553530798,0,13.50365316290059,0.00016194589497294643
50108071.62096355,238416.85634026176,0,26.913099110445646,0.00012782887395579285
1616120.343255551,353798.4569487531,0,27.106338724865378,0.0016663223852203717
37342820.04014523,395954.2520677584,0,47.65505097785827,0.00016091348340247175
76999545.85146129,124675.91594022454,0,24.817817940592903,9.149481118537622e-05
38298528.39452332,149009.20594343788,0,65.76121073162707,0.00015574479522717074
13083130.15032057,128776.07175870973,0,11.757067852748367,0.0003500443364858259
52307923.65853928,358986.78040091373,0,73.61806681749086,0.00012218837102297072
18364909.466922518,13118.800639498802,0,35.08793232734883,0.00028286548789140423
22657695.4651086,82687.21772565154,0,22.045123899077687,0.0002282413073815977
35262568.982589565,139769.81160440348,0,26.293320013793576,0.0001672417367842566
26670453.915983584,346370.66445774824,0,26.493197827409404,0.00020345358878360404
16469260.134267094,185924.41961164205,0,14.353367031114267,0.0002936636490734983
67771586.0631606,235817.75727109454,0,46.12005404670234,0.00010164042566698534
71835721.2419483,441677.5377494614,0,14.029929382509915,9.61852869375045e-05
54205513.36218406,210111.27100394847,0,63.087785100705965,0.0001229891886808696
1755377.8660493963,200210.51768488254,0,24.671313975077908,0.001614950027074657
8809255.877222179,430827.4362503558,0,10.948304567609394,0.0004613721921097351
37885372.41626709,119183.1539832127,0,74.88491724384991,0.00015161417348423742
21369414.092980064,307466.6644736525,0,51.25540556411256,0.0002539358373672349
8461756.155718427,59850.55773744451,0,12.006887127588197,0.0004850485399219597
19894787.396635517,274832.0537897343,0,13.88170866041817,0.00025311852232380713
60357450.36398633,335300.4360569677,0,79.15459255345193,0.00010985284620748445
68501981.4502237,251330.6414839626,0,18.658857700061017,9.953854177723512e-05
14099590.623151287,210834.00861982087,0,56.796375745971865,0.0003246590732774344
38902064.44375938,25732.00251097637,0,34.09468279784997,0.00015591948513050114
57673875.964940414,22145.582207454667,0,37.56197995620393,0.00011617752655631585
25151821.891575757,397295.0413732144,0,73.38672442269731,0.00021810055772837053
55334391.37851324,408265.07997793896,0,34.012374983976244,0.0001174396521508357
44366555.82454641,276274.5515189847,0,76.19151720858297,0.0001439879064819793
66771888.529288374,38510.28516058113,0,61.44411408113136,0.00010493714751760803
53332950.653114,388559.5462910429,0,56.07325885208491,0.00012151348662049326
14060424.735802254,336247.7846918565,0,32.26029062302906,0.00033302698045743095
47247962.1671595,185525.91179419192,0,73.28904766949732,0.00014042802838964895
58229400.83570849,332213.1341152363,0,57.32594892881767,0.0001137317828631809
11970444.081324246,50083.72749878035,0,36.08429336214056,0.000359376624497156
46943001.18061334,172550.7074784099,0,40.174092577205,0.00013682176490198555
50566717.45165297,144472.3344677295,0,42.167263049319644,0.0001297048118613296
75930687.44408181,269915.1627169958,0,37.78599715095504,9.407036068175071e-05
18100388.664215222,329786.9450043292,0,71.15284266012435,0.0002916214241007657
47401142.46582374,204436.6453739796,0,48.62205566714391,0.0001368588104437213
27743421.64610427,60759.91552210923,0,61.457222706837506,0.00019440768888944366
23928726.292138766,81208.016815872,0,72.3673897040562,0.0002305046958436582
12187818.492253738,155365.25856469895,0,39.952631389591495,0.0003941672075860496
12399987.860492857,119059.40393179588,0,59.33073031784761,0.00040280109162293585
35296057.50729159,206211.76224922817,0,12.205251483280845,0.0001641058911007551
54784299.9855161,499140.31507852505,0,63.30770316802336,0.00012158547527419653
12678096.558372013,163706.69663657187,0,47.81822012349663,0.00037344778648153545
8799584.852937905,62681.127018790656,0,79.32850863536858,0.0004427523042725465
2794098.0570389917,180534.49399811603,0,27.203669084094475,0.0011484573378421018
53119889.79518757,274991.878760736,0,20.2819351405474,0.00012016950547847817
68950585.0863394,164805.5198157506,0,18.15839728515371,9.989925842654693e-05
16606324.144235974,103076.85860325275,0,56.41544057889101,0.000309797976352193
67555695.49164157,499460.72882792435,0,16.064872665739944,0.00010093488102924689
18660407.643453702,405015.78048715525,0,35.599766044048366,0.00027890741431306915
47477496.255145185,95738.05913484353,0,63.79121452179467,0.00013300408594508077
16631578.635531776,22809.33547780604,0,33.24356528564664,0.0002988239561292203
1490254.8267543742,46821.58037488048,0,32.46982610239398,0.0018331550342386062
35468754.502277054,97963.81831705445,0,43.25166173578333,0.0001711790786099863
25552785.553795118,328849.1645292849,0,42.85768772869345,0.00021476715406091058
50146185.5512502,106637.920798835,0,37.16981152026883,0.00012765135161268125
50473405.039186105,223149.13825582448,0,78.783224070093,0.00013098415058042192
14593717.568129232,397912.5714748386,0,79.34856193927558,0.00035243411286900087
63073150.58144459,74779.34379821736,0,33.94517448983403,0.0001093004077928321
35744710.41195786,174976.41526749064,0,11.15905980172386,0.00016225739770073152
26462492.27307369,363513.3255746645,0,23.8121283054424,0.00020584699122202547
12466053.66370722,151569.6707955922,0,73.03059849862603,0.0004001291221521146
5835843.560065305,420580.2117117711,0,72.33118806927968,0.0006515558139799625
18425896.02186569,104672.49884086024,0,31.156454499156872,0.0002716325700728725
16320545.358346652,482357.24767673685,0,75.24080934092575,0.0002848314629379047
24623062.627046887,368856.2249384571,0,21.491789790963516,0.00021336226571442177
42338921.916234076,182694.6037415856,0,44.59846574380873,0.00014370637378330832
68023628.73983762,228170.89021985978,0,25.42697541927415,0.00010132316977199405
68417042.20666951,103889.20750461402,0,64.4675735164767,0.00010049762464687136
38806901.48767917,320394.92970649136,0,70.6268941358334,0.0001596102379617194
8109457.867207246,30887.0017158258,0,26.00734760533348,0.0004993172831249807
78187641.94663581,341966.7389621082,0,37.98464367701702,9.204045571568846e-05
24980914.10041765,38663.05583583737,0,24.342053984079584,0.0002126951340670837
42536033.453512475,491510.9473793096,0,18.804353519276397,0.00014324012409015915
36154306.089974634,493320.8729300969,0,56.383055581159056,0.00016285011925558796
42735188.19037737,410244.27667558135,0,40.021689441340456,0.00014445922714647496
6049414.273784046,248996.99382378723,0,50.17185366062747,0.0006102445979413227
68586483.32014044,290275.1983587306,0,18.197321044832343,9.978472681196363e-05
47357443.41669928,111116.26721004714,0,23.093093790259033,0.00013122819094056056
68662765.11506031,75898.83105589068,0,14.432374670886155,9.967853337804035e-05
31047987.355411876,42365.239664603236,0,63.7144264770634,0.00017899279534781815
11584086.678929964,172282.66732992104,0,63.4980356947889,0.0003877158366358932
19553239.354491264,154724.77625721745,0,39.05942404191355,0.0002517013916693688
6366394.93204602,432486.704109948,0,66.20189960612373,0.000608813073144903
20258263.856516246,108753.3847407614,0,38.81407113423192,0.0002465883494444576
12917209.201668086,239340.45480606158,0,37.67613543036699,0.00034924077216699545
72306465.42971775,362902.4189403614,0,40.49915452888304,9.583461985830905e-05
58538987.06236743,26401.642910413175,0,20.332679554053527,0.00011267371883475242
14214480.655398218,60958.27459017571,0,69.01765823274152,0.00031626669451508834
40153618.15172582,64132.2687142204,0,10.576270454566451,0.0001488643644437953
9778971.67569972,470135.4277148672,0,13.725939457673967,0.0004276335678833548
26677888.350577187,497789.1134707187,0,33.88627318001319,0.00021087660160496244
10393998.461029395,429922.3799359112,0,24.69596157604038,0.0004175156431023586
16038777.388309427,457421.87064887455,0,43.58197560303539,0.0003105231267298372
72640947.16800644,418004.4305325418,0,38.462087054121966,9.636598671885983e-05
57234740.422417454,161927.55436867703,0,13.16090672998444,0.00011425003099269372
29775612.493671264,97828.73009627205,0,21.888569572119717,0.00018932608287884308
54942221.67721866,339886.8887015946,0,58.86011029936077,0.00011941437842094357
32711924.88446807,463208.20074156113,0,77.844085984397,0.0001844435203449819
11693175.018547041,197454.85152101106,0,10.198721080269216,0.0003741737211803235
11750475.180907372,478932.6691892872,0,70.4037054421844,0.00040002886847312986
49397670.16180594,29516.650738381482,0,17.796472455577756,0.00012893626704377255
51847743.64677532,237827.60621293893,0,29.075527152983387,0.00012421486330153333
63916827.67045707,461621.9582505954,0,66.37093956077717,0.00010846379166063861
59372616.62168169,130212.28945217826,0,20.568659004315784,0.00011111290201778023
26125755.510457464,182474.6504139848,0,27.71790276699984,0.00020704054622886137
34703339.02627378,362056.01327182224,0,47.0100889654111,0.00017373030060537027
4784740.024903854,382577.41143408994,0,70.28571036533243,0.000821815340822791
42566862.45824417,103418.13877893225,0,72.42333461307837,0.00015072905254322143
24380211.8286434,160520.72532935458,0,48.17810686891435,0.0002234388547223365
12158830.95761099,249795.55567878557,0,42.983661720235204,0.0003626681621850286
2496888.9666067744,495714.3144951342,0,63.59676850319289,0.0014455257550482767
77408930.79098621,411930.06148747815,0,18.578750362845952,9.108131422605233e-05
13150394.843509367,339456.9895592211,0,54.70526371713665,0.0003258389456089912
69074512.15546513,383804.5982661785,0,79.45830796558045,0.0001026349134907858
56700583.91244879,204341.09907053583,0,77.32814875955049,0.00011811652547970347
52801349.01457203,87488.74111571498,0,39.46406612935367,0.0001246571247471445
55428855.41141036,382629.8370969253,0,60.20533393797882,0.00011688975002823701
56250149.70545058,304445.97432104306,0,30.440448092729056,0.00011629869889015239
